Channel_group,course,lead_id,Lead_type,lead_date,graduation_year,amount_paid,paid_at
A,Java,"42,05,662",XYZ,11-05-2024 12:41,2021,,
A,Java,"41,69,055",EFG,24-05-2024 11:10,2002,,
A,Java,"42,10,731",XYZ,26-05-2024 20:42,2028,,
H,Java,"42,00,975",XYZ,27-05-2024 15:44,2030,,
A,Java,"41,93,970",XYZ,23-05-2024 19:56,2005,,
A,Java,"41,74,012",EFG,27-05-2024 12:34,2004,,
B,Java,"41,76,612",EFG,11-05-2024 06:20,2007,,
A,Java,"41,98,923",EFG,06-05-2024 20:47,2007,,
A,Java,"41,63,935",EFG,29-05-2024 21:51,2009,,
A,Java,"41,93,959",XYZ,21-05-2024 09:25,2002,,
D,Java,"41,76,671",EFG,19-05-2024 16:02,2005,,
A,Java,"41,85,523",XYZ,01-05-2024 14:06,2018,,
B,Java,"42,08,179",EFG,11-05-2024 21:34,2020,,
H,Java,"41,66,410",EFG,07-05-2024 02:34,2025,,
A,Java,"42,02,899",XYZ,23-05-2024 10:37,2005,,
A,Java,"41,64,650",XYZ,11-05-2024 23:42,2022,,
E,Java,"42,01,089",EFG,18-05-2024 21:11,2025,,
A,Java,"41,85,753",XYZ,06-05-2024 02:35,2011,,
A,Java,"41,68,518",EFG,20-05-2024 02:37,2025,,
B,Java,"41,70,735",EFG,20-05-2024 19:19,2005,48402,22-05-2024 19:19
E,Java,"41,87,853",EFG,13-05-2024 14:36,2022,,
A,Java,"41,81,235",EFG,14-05-2024 08:26,2005,,
A,Java,"42,06,129",XYZ,20-05-2024 15:55,2020,,
A,Java,"41,70,135",XYZ,29-05-2024 02:21,2017,,
B,Java,"41,62,965",XYZ,15-05-2024 15:58,2019,,
A,Java,"41,63,313",EFG,09-05-2024 04:24,2027,,
J,Java,"41,72,080",EFG,13-05-2024 02:55,2009,,
B,Java,"42,03,657",EFG,09-05-2024 06:16,2021,,
A,Java,"41,94,074",XYZ,04-05-2024 05:12,2004,,
A,Java,"41,80,458",XYZ,02-05-2024 08:26,2009,,
A,Java,"41,93,091",EFG,06-05-2024 10:11,2000,,
A,Java,"41,75,694",XYZ,17-05-2024 23:31,2005,,
A,Java,"41,76,222",EFG,23-05-2024 04:01,2029,,
E,Java,"41,89,595",XYZ,24-05-2024 19:38,2014,,
E,Java,"41,82,486",EFG,01-05-2024 18:51,2029,,
D,Java,"41,76,971",XYZ,02-05-2024 13:35,2019,,
H,Java,"41,87,302",EFG,15-05-2024 23:15,2010,,
A,Java,"42,01,555",EFG,16-05-2024 20:39,2000,,
D,Java,"41,88,308",EFG,30-05-2024 23:11,2014,48402,31-05-2024 23:11
A,Java,"41,81,122",EFG,27-05-2024 04:11,2001,,
D,Java,"41,69,675",EFG,13-05-2024 21:02,2002,,
A,Java,"42,00,778",XYZ,12-05-2024 19:30,2007,,
A,Java,"41,75,838",XYZ,20-05-2024 13:09,2017,,
B,Java,"41,81,486",EFG,09-05-2024 11:22,2024,48402,15-05-2024 11:22
A,Java,"41,75,920",EFG,14-05-2024 16:06,2004,,
A,Java,"41,64,947",XYZ,25-05-2024 07:42,2012,,
A,Java,"41,82,379",XYZ,28-05-2024 23:15,2015,,
A,Java,"41,88,749",EFG,02-05-2024 22:02,2001,,
A,Java,"41,80,093",XYZ,15-05-2024 21:28,2029,,
E,Java,"41,89,797",XYZ,30-05-2024 21:25,2014,,
A,Java,"41,83,603",EFG,22-05-2024 20:12,2023,,
B,Java,"41,70,290",EFG,02-05-2024 09:59,2004,,
A,Java,"41,73,545",EFG,12-05-2024 15:35,2021,,
E,Java,"41,94,679",EFG,09-05-2024 04:20,2022,,
A,Java,"41,84,093",EFG,07-05-2024 07:05,2012,,
A,Java,"41,83,381",XYZ,29-05-2024 09:08,2012,,
A,Java,"42,07,572",XYZ,03-05-2024 18:55,2028,,
A,Java,"41,73,015",EFG,10-05-2024 14:43,2002,,
C,Java,"41,64,545",EFG,23-05-2024 05:55,2026,,
B,Java,"41,66,152",XYZ,06-05-2024 10:17,2007,,
A,Java,"42,00,104",EFG,26-05-2024 15:36,2004,,
A,Java,"41,80,485",XYZ,29-05-2024 01:42,2001,,
A,Java,"42,01,017",EFG,29-05-2024 16:44,2009,,
E,Java,"41,86,779",XYZ,07-05-2024 04:43,2005,,
E,Java,"41,65,108",XYZ,27-05-2024 00:38,2004,,
B,Java,"42,05,779",EFG,26-05-2024 03:12,2011,,
A,Java,"41,81,020",XYZ,28-05-2024 15:08,2023,,
A,Java,"41,96,922",XYZ,20-05-2024 10:14,2010,,
A,Java,"41,81,374",XYZ,01-05-2024 07:52,2030,,
A,Java,"41,64,188",XYZ,25-05-2024 13:51,2004,,
E,Java,"42,00,941",XYZ,21-05-2024 14:02,2020,,
E,Java,"41,90,143",XYZ,17-05-2024 01:34,2013,,
B,Java,"41,82,234",XYZ,11-05-2024 03:19,2023,,
E,Java,"41,68,116",XYZ,28-05-2024 14:13,2008,,
A,Java,"41,63,303",EFG,25-05-2024 02:51,2007,,
A,Java,"41,96,860",EFG,23-05-2024 18:11,2005,,
A,Java,"41,76,578",EFG,21-05-2024 23:06,2007,,
A,Java,"41,99,546",EFG,25-05-2024 11:59,2012,,
A,Java,"41,76,670",XYZ,16-05-2024 06:12,2013,,
C,Java,"41,83,420",EFG,05-05-2024 08:43,2015,,
C,Java,"41,64,635",EFG,08-05-2024 05:08,2009,,
B,Java,"41,86,053",EFG,22-05-2024 01:14,2007,,
B,Java,"42,04,735",EFG,08-05-2024 15:37,2010,48402,12-05-2024 15:37
E,Java,"42,00,793",XYZ,17-05-2024 07:36,2026,,
A,Java,"41,95,034",XYZ,25-05-2024 05:12,2007,,
A,Java,"41,97,642",XYZ,19-05-2024 16:44,2002,,
A,Java,"41,91,376",EFG,27-05-2024 12:47,2001,,
A,Java,"41,64,651",XYZ,14-05-2024 19:24,2025,,
E,Java,"41,65,343",XYZ,05-05-2024 23:35,2011,,
E,Java,"42,03,222",EFG,31-05-2024 13:46,2023,,
E,Java,"42,02,121",XYZ,13-05-2024 08:26,2025,,
E,Java,"42,02,869",XYZ,11-05-2024 14:58,2024,,
E,Java,"41,75,720",XYZ,21-05-2024 11:39,2001,,
A,Java,"41,78,058",EFG,20-05-2024 23:30,2024,,
A,Java,"42,10,924",EFG,21-05-2024 05:01,2001,,
A,Java,"41,63,444",EFG,28-05-2024 17:43,2022,,
A,Java,"42,05,840",XYZ,20-05-2024 02:55,2026,,
A,Java,"41,66,261",XYZ,31-05-2024 06:24,2013,,
B,Java,"42,10,279",EFG,22-05-2024 09:11,2019,,
A,Java,"41,64,145",XYZ,28-05-2024 02:40,2023,,
E,Java,"41,88,689",XYZ,07-05-2024 01:03,2005,,
A,Java,"41,78,721",EFG,24-05-2024 16:00,2024,,
C,Java,"41,65,720",EFG,31-05-2024 18:45,2022,,
A,Java,"41,71,891",XYZ,14-05-2024 06:47,2006,,
C,Java,"42,08,277",EFG,21-05-2024 05:36,2013,,
A,Java,"42,03,357",EFG,05-05-2024 02:17,2024,,
A,Java,"41,64,540",XYZ,24-05-2024 20:10,2005,,
A,Java,"41,63,491",XYZ,16-05-2024 05:51,2010,,
A,Java,"41,96,324",XYZ,18-05-2024 09:08,2029,,
H,Java,"41,81,481",EFG,18-05-2024 01:30,2029,,
A,Java,"41,84,090",EFG,12-05-2024 15:23,2000,,
A,Java,"41,90,238",EFG,07-05-2024 11:28,2017,,
A,Java,"42,05,870",XYZ,01-05-2024 13:09,2020,,
A,Java,"41,63,333",XYZ,02-05-2024 10:25,2026,,
H,Java,"41,82,544",EFG,26-05-2024 01:22,2018,,
A,Java,"41,64,532",XYZ,04-05-2024 14:25,2018,,
H,Java,"42,07,069",XYZ,29-05-2024 15:59,2027,,
A,Java,"41,81,375",EFG,19-05-2024 03:52,2011,,
I,Java,"41,86,816",EFG,15-05-2024 22:56,2028,,
A,Java,"41,78,770",EFG,04-05-2024 10:06,2015,,
I,Java,"41,93,230",EFG,27-05-2024 17:17,2008,,
E,Java,"41,87,591",XYZ,07-05-2024 20:42,2008,,
B,Java,"41,64,320",EFG,31-05-2024 13:05,2000,,
A,Java,"41,72,711",EFG,23-05-2024 05:14,2011,48402,31-05-2024 05:14
A,Java,"41,95,656",XYZ,08-05-2024 22:48,2014,,
B,Java,"41,75,776",XYZ,31-05-2024 18:30,2007,,
A,Java,"41,80,159",EFG,23-05-2024 17:06,2025,,
A,Java,"41,72,044",XYZ,22-05-2024 20:08,2011,,
A,Java,"41,72,308",EFG,05-05-2024 18:55,2020,,
B,Java,"41,70,908",EFG,17-05-2024 03:32,2010,,
E,Java,"41,73,626",XYZ,29-05-2024 06:59,2016,,
H,Java,"41,99,203",XYZ,11-05-2024 21:27,2022,,
H,Java,"41,89,674",EFG,10-05-2024 09:54,2011,,
A,Java,"41,83,178",XYZ,03-05-2024 03:59,2003,,
B,Java,"41,77,708",EFG,23-05-2024 05:25,2026,,
B,Java,"41,79,360",XYZ,21-05-2024 10:39,2009,,
E,Java,"41,69,566",EFG,06-05-2024 16:30,2028,,
C,Java,"42,08,073",EFG,05-05-2024 03:56,2003,,
A,Java,"41,92,965",EFG,26-05-2024 06:35,2013,,
A,Java,"41,99,531",XYZ,14-05-2024 18:34,2002,,
A,Java,"41,70,304",EFG,30-05-2024 06:46,2011,48402,31-05-2024 06:46
A,Java,"41,80,158",XYZ,07-05-2024 10:19,2017,,
I,Java,"41,98,883",XYZ,12-05-2024 10:40,2000,,
H,Java,"41,87,823",XYZ,26-05-2024 14:33,2025,,
E,Java,"42,03,986",XYZ,23-05-2024 03:04,2000,,
A,Java,"41,74,610",XYZ,21-05-2024 22:21,2006,,
A,Java,"42,00,173",EFG,02-05-2024 16:19,2008,,
A,Java,"41,73,125",XYZ,31-05-2024 18:36,2019,,
E,Java,"41,89,020",XYZ,25-05-2024 22:50,2001,,
B,Java,"41,83,454",EFG,25-05-2024 13:26,2003,,
A,Java,"41,85,656",EFG,23-05-2024 13:15,2003,,
A,Java,"41,84,268",XYZ,29-05-2024 02:35,2015,,
D,Java,"41,64,163",EFG,19-05-2024 14:04,2008,,
A,Java,"41,64,462",XYZ,18-05-2024 18:58,2002,,
A,Java,"42,09,484",EFG,14-05-2024 11:02,2026,,
E,Java,"41,73,716",XYZ,14-05-2024 18:58,2013,,
C,Java,"41,63,294",EFG,12-05-2024 13:54,2010,,
A,Java,"42,05,831",EFG,17-05-2024 02:31,2008,,
A,Java,"41,93,972",XYZ,05-05-2024 10:19,2012,,
B,Java,"41,74,462",EFG,13-05-2024 03:55,2009,,
A,Java,"41,78,855",EFG,31-05-2024 17:43,2024,,
E,Java,"41,88,016",XYZ,14-05-2024 23:24,2003,,
G,Java,"42,07,407",XYZ,21-05-2024 18:30,2008,,
A,Java,"41,84,194",EFG,06-05-2024 06:49,2011,,
B,Java,"42,08,462",EFG,25-05-2024 04:35,2024,,
H,Java,"41,65,894",EFG,05-05-2024 12:20,2001,,
A,Java,"41,84,585",XYZ,19-05-2024 11:46,2024,,
E,Java,"41,63,095",EFG,22-05-2024 11:34,2016,,
H,Java,"41,63,787",XYZ,19-05-2024 05:26,2027,,
A,Java,"41,99,104",EFG,06-05-2024 21:48,2030,,
A,Java,"42,04,341",XYZ,11-05-2024 01:51,2000,,
C,Java,"41,75,048",EFG,08-05-2024 01:54,2017,,
B,Java,"41,86,263",XYZ,13-05-2024 09:48,2026,,
G,Java,"41,77,136",EFG,08-05-2024 23:05,2005,,
H,Java,"42,06,824",EFG,18-05-2024 02:49,2028,,
B,Java,"42,01,800",EFG,18-05-2024 21:08,2007,,
A,Java,"41,84,154",EFG,08-05-2024 22:56,2008,,
A,Java,"41,72,097",EFG,01-05-2024 18:37,2027,,
D,Java,"41,74,121",XYZ,05-05-2024 04:53,2023,,
E,Java,"41,78,977",EFG,13-05-2024 12:16,2006,,
A,Java,"41,73,492",XYZ,01-05-2024 19:40,2014,,
A,Java,"41,66,132",XYZ,22-05-2024 09:05,2007,,
B,Java,"42,06,597",XYZ,11-05-2024 23:47,2028,,
A,Java,"41,86,090",EFG,13-05-2024 07:56,2028,,
A,Java,"41,83,501",XYZ,30-05-2024 12:22,2021,,
I,Java,"41,97,206",EFG,02-05-2024 18:56,2012,,
A,Java,"41,92,384",EFG,25-05-2024 06:26,2021,,
A,Java,"41,93,070",XYZ,30-05-2024 10:20,2027,,
A,Java,"41,74,020",XYZ,30-05-2024 01:50,2006,,
A,Java,"41,65,462",EFG,13-05-2024 06:13,2016,,
H,Java,"41,89,178",EFG,22-05-2024 04:38,2030,,
A,Java,"41,79,779",EFG,28-05-2024 02:46,2030,,
A,Java,"41,63,790",EFG,15-05-2024 08:51,2026,,
E,Java,"41,87,048",XYZ,04-05-2024 14:50,2024,,
A,Java,"41,66,531",XYZ,03-05-2024 19:24,2016,,
A,Java,"42,08,961",XYZ,19-05-2024 07:52,2028,,
A,Java,"41,94,026",EFG,14-05-2024 08:20,2009,,
A,Java,"42,10,983",XYZ,31-05-2024 05:49,2022,,
H,Java,"41,92,315",EFG,07-05-2024 07:05,2023,,
H,Java,"41,91,267",XYZ,20-05-2024 13:20,2014,,
A,Java,"41,68,144",XYZ,06-05-2024 16:06,2011,,
B,Java,"41,91,319",XYZ,17-05-2024 02:42,2020,,
H,Java,"41,96,769",XYZ,09-05-2024 15:54,2003,,
A,Java,"41,81,674",XYZ,16-05-2024 18:40,2026,,
E,Java,"41,72,776",XYZ,17-05-2024 21:24,2002,,
E,Java,"41,66,206",XYZ,11-05-2024 12:49,2012,,
B,Java,"42,09,514",EFG,09-05-2024 02:38,2027,48402,11-05-2024 02:38
I,Java,"41,94,814",XYZ,16-05-2024 22:35,2029,,
A,Java,"41,85,348",EFG,12-05-2024 17:44,2026,,
A,Java,"41,98,672",XYZ,10-05-2024 01:37,2015,,
E,Java,"41,90,170",XYZ,04-05-2024 02:38,2009,,
E,Java,"42,00,547",XYZ,05-05-2024 13:40,2013,,
B,Java,"41,83,828",XYZ,22-05-2024 06:27,2019,,
A,Java,"41,85,199",XYZ,01-05-2024 20:36,2014,,
A,Java,"41,77,942",EFG,27-05-2024 12:08,2020,,
E,Java,"41,73,295",EFG,31-05-2024 16:00,2004,,
C,Java,"41,96,232",XYZ,05-05-2024 14:51,2012,,
A,Java,"41,86,307",XYZ,12-05-2024 11:12,2018,,
A,Java,"41,89,719",XYZ,05-05-2024 00:16,2006,,
H,Java,"41,88,177",XYZ,11-05-2024 04:40,2015,,
A,Java,"41,82,905",EFG,31-05-2024 12:15,2007,48402,01-06-2024 12:15
C,Java,"42,05,444",EFG,09-05-2024 05:36,2002,48402,22-05-2024 05:36
A,Java,"41,68,016",XYZ,24-05-2024 21:28,2018,,
H,Java,"41,89,068",EFG,18-05-2024 18:57,2000,,
A,Java,"41,76,503",XYZ,24-05-2024 05:17,2019,,
I,Java,"41,91,870",EFG,14-05-2024 12:19,2017,,
E,Java,"41,91,661",EFG,29-05-2024 19:53,2001,,
E,Java,"41,73,805",XYZ,18-05-2024 12:27,2025,,
B,Java,"41,67,405",EFG,16-05-2024 17:16,2022,,
I,Java,"41,92,480",XYZ,28-05-2024 06:44,2019,,
D,Java,"41,80,844",EFG,25-05-2024 06:53,2021,,
B,Java,"41,66,051",EFG,03-05-2024 05:46,2013,,
I,Java,"41,94,272",XYZ,04-05-2024 23:02,2013,,
C,Java,"41,81,063",EFG,24-05-2024 04:06,2012,,
B,Java,"42,00,475",EFG,02-05-2024 18:14,2025,,
A,Java,"41,80,633",XYZ,29-05-2024 23:28,2029,,
A,Java,"41,80,711",XYZ,11-05-2024 19:11,2023,,
B,Java,"41,85,160",EFG,15-05-2024 09:18,2010,,
A,Java,"1,39,242",ABC,29-05-2024 17:50,2021,,
A,Java,"1,42,514",ABC,21-05-2024 13:47,2018,,
A,Java,"1,40,426",ABC,16-05-2024 09:40,2029,,
A,Java,"41,64,016",EFG,21-05-2024 15:59,2005,,
E,Java,"41,72,038",EFG,12-05-2024 18:35,2020,,
E,Java,"1,37,855",ABC,31-05-2024 20:01,2017,,
F,Java,"1,35,343",EFG,15-05-2024 09:00,2009,,
A,Java,"41,72,486",EFG,22-05-2024 05:28,2007,,
E,Java,"42,06,444",XYZ,17-05-2024 20:15,2016,,
H,Java,"1,40,650",ABC,20-05-2024 16:04,2027,48402,23-05-2024 16:04
A,Java,"1,42,392",ABC,05-05-2024 00:45,2028,,
F,Java,"1,40,695",EFG,28-05-2024 04:32,2005,,
A,Java,"1,39,946",ABC,19-05-2024 17:37,2024,,
K,Java,"1,40,682",ABC,25-05-2024 18:51,2014,,
E,Java,"1,42,423",ABC,14-05-2024 21:13,2020,,
A,Java,"42,03,674",XYZ,16-05-2024 07:20,2012,,
A,Java,"1,42,513",ABC,13-05-2024 10:31,2025,,
A,Java,"41,90,210",XYZ,27-05-2024 00:08,2025,,
F,Java,"1,40,773",EFG,11-05-2024 19:29,2010,,
B,Java,"41,98,051",XYZ,09-05-2024 22:45,2021,,
D,Java,"1,36,337",ABC,13-05-2024 02:16,2013,,
A,Java,"41,62,993",EFG,14-05-2024 04:21,2019,,
H,Java,"41,87,191",XYZ,21-05-2024 16:02,2001,,
A,Java,"41,65,008",XYZ,20-05-2024 21:16,2004,,
A,Java,"1,41,095",ABC,08-05-2024 03:05,2016,,
A,Java,"1,39,021",ABC,11-05-2024 01:19,2024,,
A,Java,"41,81,699",EFG,21-05-2024 12:59,2005,,
A,Java,"1,42,476",ABC,29-05-2024 03:52,2017,,
A,Java,"41,75,269",XYZ,22-05-2024 14:31,2028,,
E,Java,"1,36,344",ABC,11-05-2024 09:30,2024,,
A,Java,"42,10,997",XYZ,22-05-2024 19:54,2003,,
A,Java,"1,42,873",ABC,26-05-2024 14:24,2027,,
F,Java,"1,43,006",EFG,25-05-2024 01:16,2029,,
H,Java,"1,43,088",ABC,25-05-2024 21:15,2024,,
F,Java,"1,43,156",EFG,03-05-2024 08:11,2013,,
I,Java,"1,43,336",ABC,25-05-2024 21:05,2026,,
I,Java,"1,43,421",ABC,31-05-2024 03:59,2007,,
G,Java,"1,43,038",ABC,20-05-2024 21:56,2017,,
H,Java,"1,40,844",ABC,17-05-2024 14:38,2020,,
D,Java,"1,43,285",ABC,08-05-2024 20:12,2001,,
A,Java,"1,43,040",ABC,13-05-2024 19:39,2011,,
A,Java,"41,78,240",XYZ,22-05-2024 19:53,2027,,
A,Java,"1,43,162",ABC,28-05-2024 00:54,2001,,
B,Java,"42,02,341",XYZ,12-05-2024 16:22,2017,,
A,Java,"1,43,216",ABC,03-05-2024 06:35,2008,,
B,Java,"42,09,217",EFG,10-05-2024 11:10,2023,,
A,Java,"1,43,240",ABC,12-05-2024 07:00,2030,,
A,Java,"1,43,262",ABC,27-05-2024 13:10,2018,,
F,Java,"1,43,335",EFG,08-05-2024 06:38,2023,,
F,Java,"1,43,348",EFG,20-05-2024 03:29,2014,,
G,Java,"1,43,401",ABC,08-05-2024 20:49,2021,,
F,Java,"1,42,950",EFG,08-05-2024 13:34,2013,,
F,Java,"1,43,213",EFG,26-05-2024 17:10,2021,,
A,Java,"41,63,044",XYZ,11-05-2024 09:28,2019,48402,20-05-2024 09:28
A,Java,"1,37,163",ABC,17-05-2024 05:18,2011,,
F,Java,"1,36,835",EFG,25-05-2024 20:24,2009,,
H,Java,"1,37,235",ABC,29-05-2024 18:22,2003,,
C,Java,"1,35,581",ABC,05-05-2024 10:28,2001,,
D,Java,"1,36,971",ABC,11-05-2024 10:54,2006,,
F,Java,"1,36,980",EFG,30-05-2024 20:11,2029,,
F,Java,"1,37,122",EFG,24-05-2024 04:12,2026,,
F,Java,"1,36,846",EFG,25-05-2024 18:13,2006,,
D,Java,"1,36,203",ABC,28-05-2024 14:20,2000,,
D,Java,"1,36,543",ABC,27-05-2024 22:38,2030,,
C,Java,"1,36,302",ABC,15-05-2024 20:11,2027,,
D,Java,"1,36,921",ABC,31-05-2024 11:40,2025,,
F,Java,"1,37,023",EFG,13-05-2024 09:59,2008,,
A,Java,"1,36,806",ABC,23-05-2024 18:25,2013,,
A,Java,"1,36,861",ABC,30-05-2024 20:43,2013,48402,31-05-2024 20:43
H,Java,"1,36,925",ABC,12-05-2024 02:06,2013,,
F,Java,"1,36,955",EFG,01-05-2024 07:42,2023,,
G,Java,"1,37,166",ABC,19-05-2024 00:09,2000,,
F,Java,"1,37,221",EFG,28-05-2024 23:22,2018,,
A,Java,"1,37,258",ABC,19-05-2024 03:06,2012,,
F,Java,"1,36,632",EFG,01-05-2024 00:27,2024,,
A,Java,"1,36,659",ABC,08-05-2024 00:29,2012,,
A,Java,"1,36,464",ABC,13-05-2024 15:48,2005,,
G,Java,"1,36,654",ABC,24-05-2024 00:05,2002,,
F,Java,"1,36,477",EFG,28-05-2024 00:48,2019,,
J,Java,"1,37,987",ABC,01-05-2024 00:35,2017,,
G,Java,"1,40,912",ABC,19-05-2024 10:59,2012,,
A,Java,"1,37,845",ABC,26-05-2024 22:02,2017,,
F,Java,"1,37,883",EFG,09-05-2024 19:15,2021,,
F,Java,"1,37,935",EFG,06-05-2024 18:18,2029,,
F,Java,"1,42,341",EFG,18-05-2024 06:18,2009,,
D,Java,"1,42,336",ABC,08-05-2024 20:14,2010,,
A,Java,"1,42,325",ABC,07-05-2024 15:59,2021,,
A,Java,"1,42,463",ABC,16-05-2024 09:36,2001,,
F,Java,"1,42,710",EFG,10-05-2024 22:49,2023,,
E,Java,"42,05,292",EFG,14-05-2024 22:40,2013,48402,22-05-2024 22:40
F,Java,"1,42,770",EFG,27-05-2024 20:45,2006,,
F,Java,"1,42,849",EFG,12-05-2024 07:11,2013,,
E,Java,"1,42,549",ABC,25-05-2024 03:06,2002,,
D,Java,"1,42,557",ABC,03-05-2024 20:10,2029,,
G,Java,"1,42,682",ABC,06-05-2024 00:03,2001,,
F,Java,"1,42,704",EFG,18-05-2024 06:24,2023,,
A,Java,"1,42,754",ABC,30-05-2024 22:38,2004,,
A,Java,"1,42,773",ABC,29-05-2024 23:15,2014,,
A,Java,"1,42,355",ABC,05-05-2024 12:27,2009,,
H,Java,"1,42,478",ABC,20-05-2024 14:55,2030,,
D,Java,"1,37,627",ABC,05-05-2024 07:28,2027,,
F,Java,"1,42,654",EFG,05-05-2024 19:01,2003,,
A,Java,"1,42,690",ABC,04-05-2024 10:46,2024,,
I,Java,"1,42,813",ABC,21-05-2024 20:42,2026,,
A,Java,"1,42,442",ABC,08-05-2024 17:30,2016,,
G,Java,"1,42,464",ABC,11-05-2024 10:24,2003,,
A,Java,"1,42,466",ABC,15-05-2024 19:39,2014,,
F,Java,"1,42,480",EFG,01-05-2024 03:12,2004,,
D,Java,"1,41,647",ABC,12-05-2024 00:46,2000,,
A,Java,"1,41,818",ABC,27-05-2024 04:29,2004,,
D,Java,"1,41,899",ABC,24-05-2024 10:44,2017,,
F,Java,"1,41,933",EFG,08-05-2024 14:48,2005,,
A,Java,"1,41,934",ABC,27-05-2024 16:31,2013,,
F,Java,"1,41,991",EFG,14-05-2024 23:26,2026,,
A,Java,"1,42,030",ABC,07-05-2024 11:20,2021,,
F,Java,"1,42,259",EFG,21-05-2024 02:50,2017,,
G,Java,"1,41,815",ABC,05-05-2024 20:14,2008,,
A,Java,"1,41,957",ABC,02-05-2024 16:09,2028,,
D,Java,"1,42,027",ABC,30-05-2024 15:27,2004,,
A,Java,"1,42,240",ABC,11-05-2024 05:37,2017,,
A,Java,"1,42,263",ABC,31-05-2024 16:00,2001,,
A,Java,"1,41,728",ABC,07-05-2024 00:10,2027,,
A,Java,"1,36,995",ABC,06-05-2024 22:15,2029,48402,23-05-2024 22:15
E,Java,"1,42,047",ABC,14-05-2024 10:12,2015,,
F,Java,"1,42,226",EFG,26-05-2024 05:38,2029,,
F,Java,"1,42,267",EFG,29-05-2024 13:26,2000,,
F,Java,"1,42,288",EFG,30-05-2024 07:39,2028,,
E,Java,"1,41,690",ABC,21-05-2024 18:15,2019,,
D,Java,"1,41,783",ABC,14-05-2024 05:10,2004,,
G,Java,"41,92,069",EFG,19-05-2024 15:19,2005,,
A,Java,"41,76,988",XYZ,28-05-2024 13:30,2028,48402,31-05-2024 13:30
E,Java,"1,41,943",ABC,02-05-2024 11:51,2025,,
A,Java,"41,99,568",EFG,07-05-2024 19:29,2015,,
F,Java,"1,42,136",EFG,25-05-2024 13:43,2009,,
F,Java,"1,42,165",EFG,03-05-2024 06:04,2023,,
H,Java,"1,42,168",ABC,09-05-2024 16:16,2022,,
F,Java,"1,42,224",EFG,19-05-2024 10:49,2024,,
F,Java,"1,42,241",EFG,22-05-2024 04:45,2026,,
A,Java,"1,37,016",ABC,04-05-2024 08:21,2025,,
F,Java,"1,37,041",EFG,07-05-2024 15:22,2005,,
A,Java,"1,36,940",ABC,24-05-2024 03:34,2004,,
D,Java,"1,37,097",ABC,22-05-2024 01:15,2030,,
F,Java,"1,36,131",EFG,10-05-2024 01:16,2000,,
C,Java,"1,36,017",ABC,10-05-2024 16:11,2018,,
E,Java,"1,37,629",ABC,16-05-2024 09:11,2005,,
F,Java,"1,37,758",EFG,28-05-2024 00:51,2008,,
A,Java,"1,37,417",ABC,12-05-2024 09:06,2001,,
E,Java,"1,37,565",ABC,11-05-2024 16:02,2010,,
C,Java,"1,37,536",ABC,10-05-2024 05:48,2000,,
A,Java,"1,37,560",ABC,24-05-2024 15:59,2003,,
A,Java,"1,35,471",ABC,31-05-2024 21:17,2014,,
A,Java,"1,35,761",ABC,08-05-2024 07:57,2026,,
D,Java,"1,40,909",ABC,15-05-2024 05:27,2000,,
F,Java,"1,37,882",EFG,21-05-2024 19:02,2025,,
F,Java,"1,37,164",EFG,11-05-2024 01:51,2014,,
F,Java,"1,37,165",EFG,14-05-2024 18:28,2022,,
F,Java,"1,36,637",EFG,17-05-2024 18:52,2001,,
F,Java,"1,36,401",EFG,08-05-2024 13:04,2008,,
G,Java,"1,36,628",ABC,10-05-2024 18:43,2020,,
D,Java,"1,36,288",ABC,17-05-2024 10:11,2017,,
A,Java,"1,37,008",ABC,09-05-2024 19:41,2023,,
H,Java,"1,37,158",ABC,27-05-2024 21:02,2029,,
A,Java,"1,37,179",ABC,30-05-2024 12:15,2009,,
F,Java,"1,37,215",EFG,24-05-2024 01:28,2014,,
F,Java,"1,37,256",EFG,22-05-2024 20:39,2024,,
H,Java,"41,71,813",XYZ,08-05-2024 00:09,2019,,
D,Java,"1,37,946",ABC,26-05-2024 13:01,2024,,
F,Java,"1,35,717",EFG,16-05-2024 04:42,2026,,
G,Java,"1,35,472",ABC,14-05-2024 08:49,2014,,
A,Java,"1,38,182",ABC,02-05-2024 21:58,2022,,
A,Java,"1,38,044",ABC,15-05-2024 23:53,2017,,
A,Java,"1,38,087",ABC,17-05-2024 21:46,2004,,
C,Java,"41,75,874",EFG,17-05-2024 11:45,2006,,
A,Java,"1,38,198",ABC,31-05-2024 06:16,2018,,
A,Java,"1,39,801",ABC,17-05-2024 19:02,2024,,
D,Java,"1,39,846",ABC,04-05-2024 17:58,2014,,
A,Java,"1,39,956",ABC,26-05-2024 18:47,2011,,
E,Java,"1,40,030",ABC,04-05-2024 14:51,2026,,
D,Java,"1,40,041",ABC,26-05-2024 12:34,2018,,
A,Java,"1,39,760",ABC,03-05-2024 11:21,2000,,
A,Java,"1,39,798",ABC,11-05-2024 17:41,2016,,
D,Java,"1,39,838",ABC,17-05-2024 18:57,2030,,
G,Java,"1,40,054",ABC,08-05-2024 07:14,2023,,
A,Java,"1,39,687",ABC,10-05-2024 10:26,2018,,
D,Java,"1,39,789",ABC,07-05-2024 04:41,2019,48402,12-05-2024 04:41
F,Java,"1,39,878",EFG,01-05-2024 19:39,2014,,
D,Java,"1,39,899",ABC,01-05-2024 09:16,2015,,
D,Java,"1,40,000",ABC,18-05-2024 22:14,2019,,
